Order,Level,Code,Parent,Description,Unit,Description of unit,Production type,Description of production type,References to HS/CN
1855975,3,14141220,141412,"Men’s or boys’ underpants and briefs, of knitted or crocheted textiles (including boxer shorts)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6107[.11 + .12 + .19]
1855976,3,14141230,141412,"Men’s or boys’ nightshirts and pyjamas, of knitted or crocheted textiles",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6107[.21 + .22 + .29]
1855977,3,14141240,141412,"Men’s or boys’ dressing gowns, bathrobes and similar articles, of knitted or crocheted textiles",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6107[.91 + .99]
1855978,2,141413,1414,"Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted",,,,,
1855979,3,14141310,141413,"Women’s or girls’ blouses, shirts and shirt-blouses, of knitted or crocheted textiles",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6106[.10 + .20 + .90(.10 + .30 + .50 + .90)]
1855980,2,141414,1414,"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, dressing gowns, negligees, bathrobes and similar articles, knitted or crocheted",,,,,
1855981,3,14141420,141414,"Women’s or girls’ briefs and panties, of knitted or crocheted textiles (including boxer shorts)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6108[.21 + .22 + .29]
1855982,3,14141430,141414,"Women’s or girls’ nighties and pyjamas, of knitted or crocheted textiles",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6108[.31 + .32 + .39]
1855983,3,14141440,141414,"Women’s or girls’ negligees, bathrobes, dressing gowns and similar articles, of knitted or crocheted textiles",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6108[.91 + .92 + .99]
1855984,3,14141450,141414,"Women’s or girls’ slips and petticoats, of knitted or crocheted textiles",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6108[.11 + .19]
1855985,2,141421,1414,"Men's or boys' shirts, of textile fabric not knitted or crocheted",,,,,
1855986,3,14142100,141421,Men’s or boys’ shirts (excluding knitted or crocheted),p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6205[.20 + .30 + .90(.10 + .80)]
1855987,2,141422,1414,"Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns, of textile fabric not knitted or crocheted",,,,,
1855988,3,14142220,141422,Men’s or boys’ underpants and briefs (including boxer shorts) (excluding knitted or crocheted),p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6207[.11 + .19]
1855989,3,14142230,141422,Men’s or boys’ nightshirts and pyjamas (excluding knitted or crocheted),p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6207[.21 + .22 + .29]
1855990,3,14142240,141422,"Men’s or boys’ singlets, vests, bathrobes, dressing gowns and similar articles (excluding knitted or crocheted)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6207[.91 + .99(.10 + .90)]
1855991,2,141423,1414,"Women's or girls' blouses, shirts and shirt-blouses, of textile fabric not knitted or crocheted",,,,,
1855992,3,14142300,141423,"Women’s or girls’ blouses, shirts and shirt-blouses (excluding knitted or crocheted)",p/st,DE: Anzahl Stück. EN: Number of items. FR: Nombre de pièces,S,"DE: Abgesetzte Produktion. Die abgesetzte Produktion muss in Wert und Menge berichtet werden. In bestimmten Fällen ist keine Mengeneinheit angegeben. Dann muss nur der Wert berichtet werden. EN: Production sold. Production sold should be reported by value and volume. In some cases no volume unit is defined for a heading. In these cases only the value should be reported. FR: Production commercialisée. La production commercialisée doit être déclarée en valeur et volume. Dans certains cas, aucune unité de volume n'est définie pour le produit et dans ces cas, seule la valeur est à signaler",6206[.10 + .20 + .30 + .40 + .90(.10 + .90)]
