ID,PRCCODE,Description,EXPQNT,EXPVAL,IMPQNT,IMPVAL,PRODQNT,PRODVAL,QNTUNIT
2489,25733016,"Pliers, including cutting pliers, pincers and tweezers for non-medical use and similar hand tools, of base metal","772,600","22,096,490","3,288,700","49,282,730","185,059","8,794,972",kg
2490,25733017,"Pliers, pincers and similar tools (including cutting pliers) (excluding tweezers, sugar tongs)",:,:,:,:,:,:,:
2491,25733023,Metal cutting shears and similar hand tools,"102,000","1,798,370","472,500","4,066,440",:,:,kg
2492,25733025,"Pipe-cutters, bolt croppers, perforating punches and similar tools excluding punches and files for machine tools, machine-type metal cutting shears and office perforating punches, ticket punches","304,500","4,281,040","969,300","8,571,140","5,913,263","3,557,098",kg
2493,25733033,Non-adjustable hand-operated spanners and wrenches (including torque meter wrenches) (excluding tap wrenches),"1,147,500","17,781,960","4,807,800","39,626,520",:,:,kg
2494,25733035,Adjustable hand-operated spanners and wrenches (including torque meter wrenches) (excluding tap wrenches),"316,500","6,798,760","1,977,600","18,565,420",:,"472,471",kg
2495,25733037,Interchangeable spanner sockets,"1,014,800","21,188,080","5,366,100","45,985,700",:,:,kg
2496,25733053,"Drilling, threading or tapping hand tools excluding interchangeable hand tools, machine-tools or power-operated hand tools, pneumatic tools or hand tools with a self-contained motor","238,500","7,421,100","2,526,100","15,545,470",:,:,kg
2497,25733055,Hammers and sledge hammers with working part of metal,"518,500","5,162,450","3,549,700","13,369,830",:,:,kg
2498,25733057,"Planes, chisels, gouges and similar cutting tools for working wood","659,600","11,824,380","1,422,900","8,703,960","259,845","6,408,880",kg
2499,25733063,Screwdrivers,"659,300","13,774,750","3,393,800","30,705,450",0,0,kg
2500,25733065,Household hand tools,"934,400","13,854,240","4,040,900","35,593,330",:,:,kg
2501,25733073,"Other tools for masons, moulders, cement workers, plasterers and painters","500,900","9,938,830","3,754,200","25,699,180","375,365","3,403,375",kg
2502,25733077,Other hand tools (including cartridge operated riveting) wallplugging and similar hand tools,"6,406,200","84,422,560","9,663,700","86,129,840","2,485,496","27,229,262",kg
2503,25733083,Blow lamps (excluding gas-operated welding appliances),"26,100","689,560","218,900","2,972,840",:,:,kg
2504,25733085,"Vices, clamps and the like","1,658,700","21,056,480","4,755,000","22,917,510","1,927,463","21,074,702",kg
2505,25733087,"Anvils, portable forges, hand or pedal-operated grinding wheels with frameworks (excluding grindstones and the like presented separately)","65,300","721,660","257,000","1,470,780",:,:,kg
2506,25734014,Tapping tools for working metal,"58,300","2,628,790","157,800","10,434,480","40,436","4,277,108",kg
2507,25734016,Threading tools for working metal,"50,200","4,339,670","139,100","2,067,230","34,371","8,360,932",kg
2508,25734019,"Tapping or threading tools (excluding work and tool holders for machines or hand tools, for working metal)","14,200","1,521,570","126,300","2,451,220","48,636","2,176,985",kg
2509,25734023,"Drilling tools with working part of diamond or agglomerated diamond (excluding work and tool holders for machines or hand tools, for rock drilling)","135,100","2,848,220","566,300","7,389,800","2,490,011","23,992,043",kg
2510,25734025,"Masonry drills with working part of materials other than diamond or agglomerated diamond (excluding work and tool holders for machines or hand tools, for rock drilling)","169,500","3,185,860","1,332,800","13,624,210",:,"2,400,787",kg
2511,25734027,"Drilling tools with working part of sintered metal carbide, for working metal excluding unmounted sintered metal carbide plates, sticks, tips and the like for tools","14,300","1,377,080","83,000","16,720,230",:,"13,298,143",kg
2512,25734031,"Drilling tools with working part of high speed steel, for working metal excluding work and tool holders for machines or hand tools - for rock drilling","252,900","9,178,890","1,211,000","26,211,070","118,333","13,743,487",kg
2513,25734033,"Tools for drilling metal, interchangeable, with working parts of materials other than diamond, agglomerated diamond, sintered metal carbide, cermets or high speed steel (excl. tools for tapping)","14,300","1,214,400","120,500","12,897,540",:,:,kg
2514,25734035,"Drilling tools (excluding work and tool holders for machines or hand tools, with working part of diamond or agglomerated diamond, for rock drilling, masonry drills, for working metal)","295,000","6,489,430","2,716,000","28,463,540","11,345","2,156,639",kg
2515,25734037,"Boring or broaching tools with working part of diamond or agglomerated diamond (excluding work and tool holders for machines or hand tools, for earth boring)","1,600","340,390","156,100","2,957,340","5,094","753,919",kg
2516,25734044,"Boring tools for working metal, with working part of materials other than diamond or agglomerated diamond","6,500","1,450,520","24,900","4,957,800",:,"2,500,254",kg
2517,25734045,"Boring or broaching tools (excluding work and tool holders for machines or hand tools, with diamond or agglomerated diamond working parts, for working metal, for earth boring)","17,800","604,500","198,600","2,358,390",:,"8,564,388",kg
2518,25734048,"Broaching tools for working metal, with working part of materials other than diamond or agglomerated diamond","52,500","2,872,200","33,300","352,690","76,373","5,183,619",kg
2519,25734050,"Milling tools with working part of sintered metal carbide, for working metal excluding unmounted sintered metal carbide plates, sticks, tips and the like for tools","32,400","6,792,290","171,300","30,034,920",:,"54,724,147",kg
2520,25734061,Shank type milling tools for working metal (excluding with working part of sintered metal carbide),"26,400","6,375,170","102,200","15,522,820",:,"10,257,599",kg
2521,25734065,Hob type milling tools for working metal (excluding with working part of sintered metal carbide),:,:,:,:,:,:,:
2522,25734066,"Tools for milling, hobs, interchangeable, for working metal, with working part of materials other than sintered metal carbide or cermets (excluding shank-type )","16,000","4,170,410","48,500","4,331,420",:,:,kg
2523,25734067,"Milling tools with working part of materials other than sintered metal carbide, for working metal (including bore type) (excluding shank type)",:,:,:,:,:,:,:
2524,25734069,Milling tools (excluding for working metal),"82,600","7,379,430","221,000","16,028,300",0,0,kg
2525,25734071,"Turning tools with working part of sintered metal carbide, for working metal excluding unmounted sintered metal carbide plates, sticks, tips and the like for tools","7,200","509,380","37,700","1,985,050",:,"6,892,654",kg
2526,25734074,"Tools for turning, interchangeable, for working metal, with working part of materials other than sintered metal carbide or cermets","11,100","745,150","8,900","1,542,990",:,"2,179,245",kg
2527,25734079,"Turning tools (excluding work and tool holders for machines or hand tools, for working metal)","7,800","928,120","65,100","4,227,800",:,"989,025",kg
2528,25734081,Other interchangeable tools of CN 82.07 with working part of diamond,"102,900","10,945,390","554,300","11,411,880","34,940","7,906,546",kg
2529,25734083,Screwdriver bits with working part of materials other than diamond or agglomerated diamond (excluding work and tool holders for machines or hand tools),"157,200","1,853,860","1,988,800","15,944,300",0,0,kg
2530,25734085,Gear-cutting tools with working part of materials other than diamond or agglomerated diamond (excluding work and tool holders for machines or hand tools),"18,900","6,256,530","6,100","198,610","4,625","1,488,623",kg
2531,25734087,"Interchangeable hand tools with working part of sintered metal carbide excluding unmounted sintered metal carbide plates, sticks, tips and the like for tools","107,700","5,956,980","71,900","3,070,420",0,0,kg
2532,25734089,Interchangeable tools in other materials,"1,350,400","40,402,950","3,853,500","61,980,950","35,892","7,965,322",kg
2533,25735013,"Moulding boxes for metal foundry, mould bases, moulding patterns (excluding moulding patterns of wood)","228,100","6,459,910","456,800","4,358,120","361,888","17,872,523",kg
2534,25735015,Moulding patterns of wood,:,"208,230",:,"343,240","5,314","18,729,301",p/st
2535,25735020,Injection or compression type moulds for metal or metal carbides (excluding ingot moulds),:,"576,260",:,"6,338,800","9,060","6,985,340",p/st
2536,25735030,Moulds for metal or metal carbides (excluding injection or compression types),:,"4,975,910",:,"19,116,240","2,627","19,053,701",p/st
2537,25735050,Moulds for glass,:,"836,280",:,"18,488,530",:,:,p/st
2538,25735060,Moulds for mineral materials,:,"11,965,720",:,"14,462,450",820,"2,796,397",p/st
2539,25735070,Injection or compression type moulds for rubber or plastics,:,"29,022,030",:,"105,952,310",:,"188,827,978",p/st
2540,25735080,Moulds for rubber or plastics (excluding injection or compression types),:,"17,783,670",:,"43,534,880","5,821","49,252,297",p/st
2541,25736013,Rock drilling or earth boring tools with working part of cermets,"2,509,900","20,319,120","86,800","2,208,480","14,318","39,706,797",kg
2542,25736018,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts of materials other than sintered metal carbide or cermets","1,436,500","71,577,790","1,941,600","36,305,390",:,"10,671,293",kg
2543,25736023,"Interchangeable dies for drawing or extruding metal, with working parts of diamond or agglomerated diamond","4,700","1,050,780",800,"200,370",670,"678,188",kg
2544,25736024,"Dies for drawing or extruding metal (excluding unmounted plates, sticks, tips, rods, pellets, rings, etc. of sintered metal carbides or cermets)","488,600","13,845,820","133,300","3,244,470","1,082,821","25,076,014",kg
2545,25736033,"Pressing, stamping or punching tools for working metal (excluding work and tool holders for machines or hand tools)","1,542,100","33,608,920","7,114,300","86,416,400","13,712,028","180,548,428",kg
2546,25736039,"Pressing, stamping or punching tools (excluding work and tool holders for machines or hand tools, for working metal)","225,600","24,854,930","1,610,600","21,533,960","492,182","44,368,211",kg
2547,25736043,Knives and cutting blades for machines or for mechanical appliances for working metal,"441,400","9,529,670","245,900","9,158,060","962,067","10,157,001",kg
2548,25736045,Knives and cutting blades for machines or for mechanical appliances for working wood,"67,100","1,138,430","448,200","8,111,090","42,343","3,004,374",kg
2549,25736050,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the food industry","518,700","12,835,570","451,600","9,195,780","206,050","14,382,114",kg
2550,25736053,Circular knives and cutting blades for kitchen appliances or for machines used by the food industry,:,:,:,:,:,:,:
2551,25736055,Knives and cutting blades for kitchen appliances or for machines used by the food industry (excluding circular knives),:,:,:,:,:,:,:
2552,25736063,"Knives and cutting blades for agricultural, horticultural or forestry machines (excluding coulters for ploughs, discs for harrows)","79,400","1,152,260","1,113,800","10,671,130","115,510","413,695",kg
2553,25736065,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excl. those for metal or wood-working, kitchen appliances or machines used by the food industry and those for agricultural, horticultural or forestry machines)","737,100","33,143,890","1,130,100","21,833,060","1,023,520","33,728,566",kg
2554,25736067,"Indexable inserts for tools, unmounted, of sintered metal carbides and cermets","89,700","6,271,100","348,300","87,502,490",:,"5,482,022",kg
2555,25736090,"Unmounted sintered metal carbides or cermet plates, sticks, tips and the like for tools (excluding indexable inserts)","393,100","47,271,310","156,100","12,589,230","88,054","10,775,282",kg
2556,25911100,"Tanks, casks, drums, cans, boxes and similar containers, for any material (excluding gas), of iron or steel, of a capacity >= 50 l but <= 300 l, not fitted with mechanical or thermal equipment",:,"18,944,820",:,"35,505,510","3,136,000","77,861,672",p/st
2557,25911200,"Tanks, casks, drums, cans (except those to be closed by soldering or crimping), boxes and similar containers, for any material (excluding gas), of iron or steel, of a capacity < 50 l, not fitted with mechanical or thermal equipment",:,"72,034,530",:,"120,577,120","14,946,000","17,093,737",p/st
2558,25921133,"Cans used for preserving food and drink of iron or steel, < 50 l, food cans",:,"18,877,520",:,"4,532,730",:,:,p/st
2559,25921135,"Cans used for preserving food and drink of iron or steel, < 50 l, drinks",:,"50,257,030",:,"5,154,110",0,0,p/st
2560,25921150,"Cans other than for preserving food and drink of iron or steel, < 50 l",:,"19,961,920",:,"100,712,830","769,114,000","221,938,262",p/st
2561,25921210,"Aluminium collapsible tubular containers of a capacity <= 300 litres, for any material except compressed or liquefied gas",:,"4,712,140",:,"10,115,510",0,0,p/st
2562,25921230,"Aluminium rigid tubular containers of a capacity <= 300 litres, for any material except compressed or liquefied gas (excluding aerosols)",:,:,:,:,:,:,:
2563,25921240,"Casks, drums, cans, boxes and similar containers, of aluminium, for any material (other than compressed or liquefied gas), n.e.s. (other than collapsible tubular containers and containers for aerosols)",:,"142,495,920",:,"63,931,870","10,512,988,000","635,577,760",p/st
